code,name,return_code,notes
NP-31740-5,SCE_NP_ERROR_LATEST_PATCH_PKG_DOWNLOADED,0X80550010,A new version downloaded update file exists
NP-31741-6,SCE_NP_ERROR_INVALID_SIZE,0X80550011,
NP-31742-7,SCE_NP_ERROR_ABORTED,0X80550012,
NP-31743-8,SCE_NP_ERROR_REQUEST_MAX,0X80550013,
NP-31744-9,SCE_NP_ERROR_REQUEST_NOT_FOUND,0X80550014,
NP-31745-0,SCE_NP_ERROR_INVALID_ID,0X80550015,
NP-31746-1,SCE_NP_AUTH_ERROR_INVALID_ARGUMENT,0X80550301,
NP-31747-2,SCE_NP_AUTH_ERROR_INVALID_SIZE,0X80550302,
NP-31748-3,SCE_NP_AUTH_ERROR_OUT_OF_MEMORY,0X80550303,
NP-31749-4,SCE_NP_AUTH_ERROR_ABORTED,0X80550304,
NP-31750-6,SCE_NP_AUTH_ERROR_REQUEST_MAX,0X80550305,
NP-31751-7,SCE_NP_AUTH_ERROR_REQUEST_NOT_FOUND,0X80550306,
NP-31752-8,SCE_NP_AUTH_ERROR_INVALID_ID,0X80550307,
NP-31753-9,SCE_NP_AUTH_ERROR_SERVICE_END,0X80550400,
NP-31754-0,SCE_NP_AUTH_ERROR_SERVICE_DOWN,0X80550401,
NP-31755-1,SCE_NP_AUTH_ERROR_SERVICE_BUSY,0X80550402,
NP-31756-2,SCE_NP_AUTH_ERROR_SERVER_MAINTENANCE,0X80550403,
NP-31757-3,SCE_NP_AUTH_ERROR_S_INVALID_DATA_LENGTH,0X80550410,
NP-31758-4,SCE_NP_AUTH_ERROR_S_INVALID_USER_AGENT,0X80550411,
NP-31759-5,SCE_NP_AUTH_ERROR_S_INVALID_VERSION,0X80550412,
NP-31760-7,SCE_NP_AUTH_ERROR_S_INVALID_SERVICE_ID,0X80550420,
NP-31761-8,SCE_NP_AUTH_ERROR_S_INVALID_CREDENTIAL,0X80550421,
NP-31762-9,SCE_NP_AUTH_ERROR_S_INVALID_ENTITLEMENT_ID,0X80550422,
NP-31763-0,SCE_NP_AUTH_ERROR_S_INVALID_CONSUMED_COUNT,0X80550423,
NP-31764-1,SCE_NP_AUTH_ERROR_INVALID_CONSOLE_ID,0X80550424,
NP-31765-2,SCE_NP_AUTH_ERROR_CONSOLE_ID_SUSPENDED,0X80550427,Use of the client console is temporarily suspended - (Console ID suspended)
NP-31766-3,SCE_NP_AUTH_ERROR_ACCOUNT_CLOSED,0X80550430,Account closed
NP-31767-4,SCE_NP_AUTH_ERROR_ACCOUNT_SUSPENDED,0X80550431,Account suspended
NP-31768-5,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_EULA,0X80550432,
NP-31769-6,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT1,0X80550440,
NP-31770-8,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT2,0X80550441,
NP-31771-9,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT3,0X80550442,
NP-31772-0,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT4,0X80550443,
NP-31773-1,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT5,0X80550444,
NP-31774-2,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT6,0X80550445,
NP-31775-3,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT7,0X80550446,
NP-31776-4,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT8,0X80550447,
NP-31777-5,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT9,0X80550448,
NP-31778-6,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT10,0X80550449,
NP-31779-7,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT11,0X8055044A,
NP-31780-9,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT12,0X8055044B,
NP-31781-0,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT13,0X8055044C,
NP-31782-1,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT14,0X8055044D,
NP-31783-2,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT15,0X8055044E,
NP-31784-3,SCE_NP_AUTH_ERROR_ACCOUNT_RENEW_ACCOUNT16,0X8055044F,
NP-31785-4,SCE_NP_AUTH_ERROR_UNKNOWN,0X80550480,
NP-31786-5,SCE_NP_UTIL_ERROR_INVALID_ARGUMENT,0X80550601,
NP-31787-6,SCE_NP_UTIL_ERROR_INSUFFICIENT,0X80550602,
NP-31788-7,SCE_NP_UTIL_ERROR_PARSER_FAILED,0X80550603,
NP-31789-8,SCE_NP_UTIL_ERROR_INVALID_PROTOCOL_ID,0X80550604,
NP-31790-0,SCE_NP_UTIL_ERROR_INVALID_NP_ID,0X80550605,
NP-31791-1,SCE_NP_UTIL_ERROR_INVALID_NP_ENV,0X80550606,
NP-31792-2,SCE_NP_UTIL_ERROR_INVALID_CHARACTER,0X80550608,
NP-31793-3,SCE_NP_UTIL_ERROR_NOT_MATCH,0X80550609,
NP-31794-4,SCE_NP_UTIL_ERROR_INVALID_TITLEID,0X8055060A,
NP-31795-5,SCE_NP_UTIL_ERROR_UNKNOWN,0X8055060E,
NP-31796-6,SCE_NP_COMMUNITY_ERROR_ALREADY_INITIALIZED,0X80550701,
NP-31797-7,SCE_NP_COMMUNITY_ERROR_NOT_INITIALIZED,0X80550702,
NP-31798-8,SCE_NP_COMMUNITY_ERROR_OUT_OF_MEMORY,0X80550703,
NP-31799-9,SCE_NP_COMMUNITY_ERROR_INVALID_ARGUMENT,0X80550704,
NP-31800-2,SCE_NP_COMMUNITY_ERROR_NO_LOGIN,0X80550705,
NP-31801-3,SCE_NP_COMMUNITY_ERROR_TOO_MANY_OBJECTS,0X80550706,
NP-31802-4,SCE_NP_COMMUNITY_ERROR_ABORTED,0X80550707,
NP-31803-5,SCE_NP_COMMUNITY_ERROR_BAD_RESPONSE,0X80550708,
NP-31804-6,SCE_NP_COMMUNITY_ERROR_BODY_TOO_LARGE,0X80550709,
NP-31805-7,SCE_NP_COMMUNITY_ERROR_HTTP_SERVER,0X8055070A,
NP-31806-8,SCE_NP_COMMUNITY_ERROR_INVALID_SIGNATURE,0X8055070B,
NP-31807-9,SCE_NP_COMMUNITY_ERROR_INSUFFICIENT_ARGUMENT,0X8055070C,
NP-31808-0,SCE_NP_COMMUNITY_ERROR_UNKNOWN_TYPE,0X8055070D,
NP-31809-1,SCE_NP_COMMUNITY_ERROR_INVALID_ID,0X8055070E,
NP-31810-3,SCE_NP_COMMUNITY_ERROR_INVALID_ONLINE_ID,0X8055070F,
NP-31812-5,SCE_NP_COMMUNITY_ERROR_INVALID_TYPE,0X80550711,
NP-31813-6,SCE_NP_COMMUNITY_ERROR_TRANSACTION_ALREADY_END,0X80550712,
NP-31814-7,SCE_NP_COMMUNITY_ERROR_INVALID_PARTITION,0X80550713,
NP-31815-8,SCE_NP_COMMUNITY_ERROR_INVALID_ALIGNMENT,0X80550714,
NP-31816-9,SCE_NP_COMMUNITY_ERROR_CLIENT_HANDLE_ALREADY_EXISTS,0X80550715,
NP-31817-0,SCE_NP_COMMUNITY_ERROR_NO_RESOURCE,0X80550716,
NP-31818-1,SCE_NP_COMMUNITY_ERROR_REQUEST_BEFORE_END,0X80550717,
NP-31819-2,SCE_NP_COMMUNITY_ERROR_TOO_MANY_SLOTID,0X80550718,
NP-31820-4,SCE_NP_COMMUNITY_ERROR_TOO_MANY_NPID,0X80550719,
NP-31821-5,SCE_NP_COMMUNITY_ERROR_SCORE_INVALID_SAVEDATA_OWNER,0X8055071A,
NP-31822-6,SCE_NP_COMMUNITY_ERROR_TUS_INVALID_SAVEDATA_OWNER,0X8055071B,
NP-31823-7,SCE_NP_COMMUNITY_SERVER_ERROR_BAD_REQUEST,0X80550801,
NP-31824-8,SCE_NP_COMMUNITY_SERVER_ERROR_INVALID_TICKET,0X80550802,
NP-31825-9,SCE_NP_COMMUNITY_SERVER_ERROR_INVALID_SIGNATURE,0X80550803,
NP-31826-0,SCE_NP_COMMUNITY_SERVER_ERROR_INVALID_NPID,0X80550805,
NP-31827-1,SCE_NP_COMMUNITY_SERVER_ERROR_FORBIDDEN,0X80550806,
NP-31828-2,SCE_NP_COMMUNITY_SERVER_ERROR_INTERNAL_SERVER_ERROR,0X80550807,
NP-31829-3,SCE_NP_COMMUNITY_SERVER_ERROR_VERSION_NOT_SUPPORTED,0X80550808,
NP-31830-5,SCE_NP_COMMUNITY_SERVER_ERROR_SERVICE_UNAVAILABLE,0X80550809,
NP-31831-6,SCE_NP_COMMUNITY_SERVER_ERROR_PLAYER_BANNED,0X8055080A,User is banned
NP-31832-7,SCE_NP_COMMUNITY_SERVER_ERROR_CENSORED,0X8055080B,
NP-31833-8,SCE_NP_COMMUNITY_SERVER_ERROR_RANKING_RECORD_FORBIDDEN,0X8055080C,
NP-31834-9,SCE_NP_COMMUNITY_SERVER_ERROR_USER_PROFILE_NOT_FOUND,0X8055080D,
NP-31835-0,SCE_NP_COMMUNITY_SERVER_ERROR_UPLOADER_DATA_NOT_FOUND,0X8055080E,
NP-31836-1,SCE_NP_COMMUNITY_SERVER_ERROR_QUOTA_MASTER_NOT_FOUND,0X8055080F,
NP-31837-2,SCE_NP_COMMUNITY_SERVER_ERROR_RANKING_TITLE_NOT_FOUND,0X80550810,
NP-31838-3,SCE_NP_COMMUNITY_SERVER_ERROR_BLACKLISTED_USER_ID,0X80550811,
NP-31839-4,SCE_NP_COMMUNITY_SERVER_ERROR_GAME_RANKING_NOT_FOUND,0X80550812,
NP-31840-6,SCE_NP_COMMUNITY_SERVER_ERROR_RANKING_STORE_NOT_FOUND,0X80550814,
NP-31841-7,SCE_NP_COMMUNITY_SERVER_ERROR_NOT_BEST_SCORE,0X80550815,
NP-31842-8,SCE_NP_COMMUNITY_SERVER_ERROR_LATEST_UPDATE_NOT_FOUND,0X80550816,
NP-31843-9,SCE_NP_COMMUNITY_SERVER_ERROR_RANKING_BOARD_MASTER_NOT_FOUND,0X80550817,
NP-31844-0,SCE_NP_COMMUNITY_SERVER_ERROR_RANKING_GAME_DATA_MASTER_NOT_FOUND,0X80550818,
NP-31845-1,SCE_NP_COMMUNITY_SERVER_ERROR_INVALID_ANTICHEAT_DATA,0X80550819,
NP-31846-2,SCE_NP_COMMUNITY_SERVER_ERROR_TOO_LARGE_DATA,0X8055081A,
NP-31847-3,SCE_NP_COMMUNITY_SERVER_ERROR_NO_SUCH_USER_NPID,0X8055081B,
NP-31848-4,SCE_NP_COMMUNITY_SERVER_ERROR_INVALID_ENVIRONMENT,0X8055081D,
NP-31849-5,SCE_NP_COMMUNITY_SERVER_ERROR_INVALID_ONLINE_NAME_CHARACTER,0X8055081F,
NP-31850-7,SCE_NP_COMMUNITY_SERVER_ERROR_INVALID_ONLINE_NAME_LENGTH,0X80550820,
NP-31851-8,SCE_NP_COMMUNITY_SERVER_ERROR_INVALID_ABOUT_ME_CHARACTER,0X80550821,
NP-31852-9,SCE_NP_COMMUNITY_SERVER_ERROR_INVALID_ABOUT_ME_LENGTH,0X80550822,
NP-31853-0,SCE_NP_COMMUNITY_SERVER_ERROR_INVALID_SCORE,0X80550823,
NP-31854-1,SCE_NP_COMMUNITY_SERVER_ERROR_OVER_THE_RANKING_LIMIT,0X80550824,
NP-31855-2,SCE_NP_COMMUNITY_SERVER_ERROR_FAIL_TO_CREATE_SIGNATURE,0X80550826,
NP-31856-3,SCE_NP_COMMUNITY_SERVER_ERROR_RANKING_MASTER_INFO_NOT_FOUND,0X80550827,
NP-31857-4,SCE_NP_COMMUNITY_SERVER_ERROR_OVER_THE_GAME_DATA_LIMIT,0X80550828,
NP-31858-5,SCE_NP_COMMUNITY_SERVER_ERROR_SELF_DATA_NOT_FOUND,0X8055082A,
NP-31859-6,SCE_NP_COMMUNITY_SERVER_ERROR_USER_NOT_ASSIGNED,0X8055082B,
NP-31860-8,SCE_NP_COMMUNITY_SERVER_ERROR_GAME_DATA_ALREADY_EXISTS,0X8055082C,
NP-31861-9,SCE_NP_COMMUNITY_SERVER_ERROR_TOO_MANY_RESULTS,0X8055082D,
NP-31862-0,SCE_NP_COMMUNITY_SERVER_ERROR_NOT_RECORDABLE_VERSION,0X8055082E,
NP-31863-1,SCE_NP_COMMUNITY_SERVER_ERROR_USER_STORAGE_TITLE_MASTER_NOT_FOUND,0X80550848,
NP-31864-2,SCE_NP_COMMUNITY_SERVER_ERROR_INVALID_VIRTUAL_USER,0X80550849,
NP-31865-3,SCE_NP_COMMUNITY_SERVER_ERROR_USER_STORAGE_DATA_NOT_FOUND,0X8055084A,
NP-31866-4,SCE_NP_COMMUNITY_SERVER_ERROR_NON_PLUS_MEMBER,0X8055085D,
NP-31867-5,SCE_NP_COMMUNITY_SERVER_ERROR_UNMATCH_SEQUENCE,0X8055085E,
NP-31868-6,SCE_NP_COMMUNITY_SERVER_ERROR_SAVEDATA_NOT_FOUND,0X8055085F,
NP-31869-7,SCE_NP_COMMUNITY_SERVER_ERROR_TOO_MANY_SAVEDATA_FILES,0X80550860,
NP-31870-9,SCE_NP_COMMUNITY_SERVER_ERROR_TOO_MUCH_TOTAL_SAVEDATA_SIZE,0X80550861,
NP-31871-0,SCE_NP_COMMUNITY_SERVER_ERROR_NOT_YET_DOWNLOADABLE,0X80550862,
NP-31872-1,SCE_NP_COMMUNITY_SERVER_ERROR_BLACKLISTED_TITLE,0X80550868,
NP-31873-2,SCE_NP_COMMUNITY_SERVER_ERROR_TOO_LARGE_ICONDATA,0X80550869,
NP-31874-3,SCE_NP_COMMUNITY_SERVER_ERROR_TOO_LARGE_SAVEDATA,0X8055086A,
NP-31875-4,SCE_NP_COMMUNITY_SERVER_ERROR_UNMATCH_SIGNATURE,0X8055086B,
NP-31876-5,SCE_NP_COMMUNITY_SERVER_ERROR_UNMATCH_MD5SUM,0X8055086C,
NP-31877-6,SCE_NP_COMMUNITY_SERVER_ERROR_TOO_MUCH_SAVEDATA_SIZE,0X8055086D,
NP-31878-7,SCE_NP_COMMUNITY_SERVER_ERROR_RECORD_DATE_IS_NEWER_THAN_COMP_DATE,0X8055086E,
NP-31879-8,SCE_NP_COMMUNITY_SERVER_ERROR_CONDITIONS_NOT_SATISFIED,0X80550873,
NP-31880-0,SCE_NP_COMMUNITY_SERVER_ERROR_UNSUPPORTED_PLATFORM,0X80550878,
NP-31881-1,SCE_NP_COMMUNITY_SERVER_ERROR_MATCHING_BEFORE_SERVICE,0X805508A0,
NP-31882-2,SCE_NP_COMMUNITY_SERVER_ERROR_MATCHING_END_OF_SERVICE,0X805508A1,
NP-31883-3,SCE_NP_COMMUNITY_SERVER_ERROR_MATCHING_MAINTENANCE,0X805508A2,
NP-31884-4,SCE_NP_COMMUNITY_SERVER_ERROR_RANKING_BEFORE_SERVICE,0X805508A3,
NP-31885-5,SCE_NP_COMMUNITY_SERVER_ERROR_RANKING_END_OF_SERVICE,0X805508A4,
NP-31886-6,SCE_NP_COMMUNITY_SERVER_ERROR_RANKING_MAINTENANCE,0X805508A5,
NP-31887-7,SCE_NP_COMMUNITY_SERVER_ERROR_NO_SUCH_TITLE,0X805508A6,
NP-31888-8,SCE_NP_COMMUNITY_SERVER_ERROR_TITLE_USER_STORAGE_BEFORE_SERVICE,0X805508AA,
NP-31889-9,SCE_NP_COMMUNITY_SERVER_ERROR_TITLE_USER_STORAGE_END_OF_SERVICE,0X805508AB,
NP-31890-1,SCE_NP_COMMUNITY_SERVER_ERROR_TITLE_USER_STORAGE_MAINTENANCE,0X805508AC,
NP-31891-2,SCE_NP_COMMUNITY_SERVER_ERROR_FSR_BEFORE_SERVICE,0X805508AD,
NP-31892-3,SCE_NP_COMMUNITY_SERVER_ERROR_FSR_END_OF_SERVICE,0X805508AE,
NP-31893-4,SCE_NP_COMMUNITY_SERVER_ERROR_FSR_MAINTENANCE,0X805508AF,
NP-31894-5,SCE_NP_COMMUNITY_SERVER_ERROR_UBS_BEFORE_SERVICE,0X805508B0,
NP-31895-6,SCE_NP_COMMUNITY_SERVER_ERROR_UBS_END_OF_SERVICE,0X805508B1,
NP-31896-7,SCE_NP_COMMUNITY_SERVER_ERROR_UBS_MAINTENANCE,0X805508B2,
NP-31897-8,SCE_NP_COMMUNITY_SERVER_ERROR_BASIC_BLACKLISTED_USER_ID,0X805508B3,
NP-31898-9,SCE_NP_COMMUNITY_SERVER_ERROR_UNSPECIFIED,0X805508FF,
NP-31899-0,SCE_NP_MATCHING2_ERROR_OUT_OF_MEMORY,0X80550C01,
NP-31900-3,SCE_NP_MATCHING2_ERROR_ALREADY_INITIALIZED,0X80550C02,
NP-31901-4,SCE_NP_MATCHING2_ERROR_NOT_INITIALIZED,0X80550C03,
NP-31902-5,SCE_NP_MATCHING2_ERROR_CONTEXT_MAX,0X80550C04,
NP-31903-6,SCE_NP_MATCHING2_ERROR_CONTEXT_ALREADY_EXISTS,0X80550C05,
NP-31904-7,SCE_NP_MATCHING2_ERROR_CONTEXT_NOT_FOUND,0X80550C06,
NP-31905-8,SCE_NP_MATCHING2_ERROR_CONTEXT_ALREADY_STARTED,0X80550C07,
NP-31906-9,SCE_NP_MATCHING2_ERROR_CONTEXT_NOT_STARTED,0X80550C08,
NP-31907-0,SCE_NP_MATCHING2_ERROR_SERVER_NOT_FOUND,0X80550C09,
NP-31908-1,SCE_NP_MATCHING2_ERROR_INVALID_ARGUMENT,0X80550C0A,
NP-31909-2,SCE_NP_MATCHING2_ERROR_INVALID_CONTEXT_ID,0X80550C0B,
NP-31910-4,SCE_NP_MATCHING2_ERROR_INVALID_SERVER_ID,0X80550C0C,
NP-31911-5,SCE_NP_MATCHING2_ERROR_INVALID_WORLD_ID,0X80550C0D,
NP-31912-6,SCE_NP_MATCHING2_ERROR_INVALID_LOBBY_ID,0X80550C0E,
NP-31913-7,SCE_NP_MATCHING2_ERROR_INVALID_ROOM_ID,0X80550C0F,
NP-31914-8,SCE_NP_MATCHING2_ERROR_INVALID_MEMBER_ID,0X80550C10,
NP-31915-9,SCE_NP_MATCHING2_ERROR_INVALID_ATTRIBUTE_ID,0X80550C11,
NP-31916-0,SCE_NP_MATCHING2_ERROR_INVALID_CASTTYPE,0X80550C12,
NP-31917-1,SCE_NP_MATCHING2_ERROR_INVALID_SORT_METHOD,0X80550C13,
NP-31918-2,SCE_NP_MATCHING2_ERROR_INVALID_MAX_SLOT,0X80550C14,
NP-31919-3,SCE_NP_MATCHING2_ERROR_INVALID_OPT_SIZE,0X80550C15,
NP-31920-5,SCE_NP_MATCHING2_ERROR_INVALID_MATCHING_SPACE,0X80550C16,
NP-31921-6,SCE_NP_MATCHING2_ERROR_INVALID_BLOCK_KICK_FLAG,0X80550C17,
NP-31922-7,SCE_NP_MATCHING2_ERROR_INVALID_MESSAGE_TARGET,0X80550C18,
NP-31923-8,SCE_NP_MATCHING2_ERROR_RANGE_FILTER_MAX,0X80550C19,
NP-31924-9,SCE_NP_MATCHING2_ERROR_INSUFFICIENT_BUFFER,0X80550C1A,
NP-31925-0,SCE_NP_MATCHING2_ERROR_DESTINATION_DISAPPEARED,0X80550C1B,
NP-31926-1,SCE_NP_MATCHING2_ERROR_REQUEST_TIMEOUT,0X80550C1C,
NP-31927-2,SCE_NP_MATCHING2_ERROR_INVALID_ALIGNMENT,0X80550C1D,
NP-31928-3,SCE_NP_MATCHING2_ERROR_CONNECTION_CLOSED_BY_SERVER,0X80550C1E,
NP-31929-4,SCE_NP_MATCHING2_ERROR_SSL_VERIFY_FAILED,0X80550C1F,
NP-31930-6,SCE_NP_MATCHING2_ERROR_SSL_HANDSHAKE,0X80550C20,
NP-31931-7,SCE_NP_MATCHING2_ERROR_SSL_SEND,0X80550C21,
NP-31932-8,SCE_NP_MATCHING2_ERROR_SSL_RECV,0X80550C22,
NP-31933-9,SCE_NP_MATCHING2_ERROR_JOINED_SESSION_MAX,0X80550C23,
NP-31934-0,SCE_NP_MATCHING2_ERROR_ALREADY_JOINED,0X80550C24,
NP-31935-1,SCE_NP_MATCHING2_ERROR_INVALID_SESSION_TYPE,0X80550C25,
NP-31936-2,SCE_NP_MATCHING2_ERROR_NP_SIGNED_OUT,0X80550C26,
NP-31937-3,SCE_NP_MATCHING2_ERROR_BUSY,0X80550C27,
NP-31938-4,SCE_NP_MATCHING2_ERROR_SERVER_NOT_AVAILABLE,0X80550C28,
NP-31939-5,SCE_NP_MATCHING2_ERROR_NOT_ALLOWED,0X80550C29,
NP-31940-7,SCE_NP_MATCHING2_ERROR_ABORTED,0X80550C2A,
NP-31941-8,SCE_NP_MATCHING2_ERROR_REQUEST_NOT_FOUND,0X80550C2B,
NP-31942-9,SCE_NP_MATCHING2_ERROR_SESSION_DESTROYED,0X80550C2C,
NP-31943-0,SCE_NP_MATCHING2_ERROR_CONTEXT_STOPPED,0X80550C2D,
NP-31944-1,SCE_NP_MATCHING2_ERROR_INVALID_REQUEST_PARAMETER,0X80550C2E,
NP-31945-2,SCE_NP_MATCHING2_ERROR_NOT_NP_SIGN_IN,0X80550C2F,
NP-31946-3,SCE_NP_MATCHING2_ERROR_ROOM_NOT_FOUND,0X80550C30,
NP-31947-4,SCE_NP_MATCHING2_ERROR_ROOM_MEMBER_NOT_FOUND,0X80550C31,
NP-31948-5,SCE_NP_MATCHING2_ERROR_LOBBY_NOT_FOUND,0X80550C32,
NP-31949-6,SCE_NP_MATCHING2_ERROR_LOBBY_MEMBER_NOT_FOUND,0X80550C33,
NP-31950-8,SCE_NP_MATCHING2_ERROR_KEEPALIVE_TIMEOUT,0X80550C34,
NP-31951-9,SCE_NP_MATCHING2_ERROR_TIMEOUT_TOO_SHORT,0X80550C35,
NP-31952-0,SCE_NP_MATCHING2_ERROR_TIMEDOUT,0X80550C36,Could not connect to the network // Retry the Internet connection test and make sure all of your network settings are correct. It's also possible that the PSN may be be undergoing maintenance. You can check the status of the PSN here.
NP-31953-1,SCE_NP_MATCHING2_ERROR_INVALID_SLOTGROUP,0X80550C37,
NP-31954-2,SCE_NP_MATCHING2_ERROR_INVALID_ATTRIBUTE_SIZE,0X80550C38,
NP-31955-3,SCE_NP_MATCHING2_ERROR_CANNOT_ABORT,0X80550C39,
NP-31956-4,SCE_NP_MATCHING2_ERROR_SESSION_NOT_FOUND,0X80550C3A,
NP-31957-5,SCE_NP_MATCHING2_SERVER_ERROR_BAD_REQUEST,0X80550D01,
NP-31958-6,SCE_NP_MATCHING2_SERVER_ERROR_SERVICE_UNAVAILABLE,0X80550D02,
NP-31959-7,SCE_NP_MATCHING2_SERVER_ERROR_BUSY,0X80550D03,
NP-31960-9,SCE_NP_MATCHING2_SERVER_ERROR_END_OF_SERVICE,0X80550D04,
NP-31961-0,SCE_NP_MATCHING2_SERVER_ERROR_INTERNAL_SERVER_ERROR,0X80550D05,
NP-31962-1,SCE_NP_MATCHING2_SERVER_ERROR_PLAYER_BANNED,0X80550D06,User banned
NP-31963-2,SCE_NP_MATCHING2_SERVER_ERROR_FORBIDDEN,0X80550D07,
NP-31964-3,SCE_NP_MATCHING2_SERVER_ERROR_BLOCKED,0X80550D08,
NP-31965-4,SCE_NP_MATCHING2_SERVER_ERROR_UNSUPPORTED_NP_ENV,0X80550D09,
NP-31966-5,SCE_NP_MATCHING2_SERVER_ERROR_INVALID_TICKET,0X80550D0A,
NP-31967-6,SCE_NP_MATCHING2_SERVER_ERROR_INVALID_SIGNATURE,0X80550D0B,
NP-31968-7,SCE_NP_MATCHING2_SERVER_ERROR_EXPIRED_TICKET,0X80550D0C,
NP-31969-8,SCE_NP_MATCHING2_SERVER_ERROR_ENTITLEMENT_REQUIRED,0X80550D0D,
NP-31970-0,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_CONTEXT,0X80550D0E,
NP-31971-1,SCE_NP_MATCHING2_SERVER_ERROR_CLOSED,0X80550D0F,
NP-31972-2,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_TITLE,0X80550D10,
NP-31973-3,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_WORLD,0X80550D11,
NP-31974-4,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_LOBBY,0X80550D12,
NP-31975-5,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_ROOM,0X80550D13,
NP-31976-6,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_LOBBY_INSTANCE,0X80550D14,
NP-31977-7,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_ROOM_INSTANCE,0X80550D15,
NP-31978-8,SCE_NP_MATCHING2_SERVER_ERROR_PASSWORD_MISMATCH,0X80550D17,
NP-31979-9,SCE_NP_MATCHING2_SERVER_ERROR_LOBBY_FULL,0X80550D18,
NP-31980-1,SCE_NP_MATCHING2_SERVER_ERROR_ROOM_FULL,0X80550D19,
NP-31981-2,SCE_NP_MATCHING2_SERVER_ERROR_GROUP_FULL,0X80550D1B,
NP-31982-3,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_USER,0X80550D1C,
NP-31983-4,SCE_NP_MATCHING2_SERVER_ERROR_GROUP_PASSWORD_MISMATCH,0X80550D1D,
NP-31984-5,SCE_NP_MATCHING2_SERVER_ERROR_TITLE_PASSPHRASE_MISMATCH,0X80550D1E,
NP-31985-6,SCE_NP_MATCHING2_SERVER_ERROR_LOBBY_ALREADY_EXIST,0X80550D25,
NP-31986-7,SCE_NP_MATCHING2_SERVER_ERROR_ROOM_ALREADY_EXIST,0X80550D26,
NP-31987-8,SCE_NP_MATCHING2_SERVER_ERROR_CONSOLE_BANNED,0X80550D28,Console banned
NP-31988-9,SCE_NP_MATCHING2_SERVER_ERROR_NO_ROOMGROUP,0X80550D29,
NP-31989-0,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_GROUP,0X80550D2A,
NP-31990-2,SCE_NP_MATCHING2_SERVER_ERROR_NO_PASSWORD,0X80550D2B,
NP-31991-3,SCE_NP_MATCHING2_SERVER_ERROR_INVALID_GROUP_SLOT_NUM,0X80550D2C,
NP-31992-4,SCE_NP_MATCHING2_SERVER_ERROR_INVALID_PASSWORD_SLOT_MASK,0X80550D2D,
NP-31993-5,SCE_NP_MATCHING2_SERVER_ERROR_DUPLICATE_GROUP_LABEL,0X80550D2E,
NP-31994-6,SCE_NP_MATCHING2_SERVER_ERROR_REQUEST_OVERFLOW,0X80550D2F,
NP-31995-7,SCE_NP_MATCHING2_SERVER_ERROR_ALREADY_JOINED,0X80550D30,
NP-31996-8,SCE_NP_MATCHING2_SERVER_ERROR_NAT_TYPE_MISMATCH,0X80550D31,
NP-31997-9,SCE_NP_MATCHING2_SERVER_ERROR_ROOM_INCONSISTENCY,0X80550D32,
NP-31998-0,SCE_NP_MATCHING2_SERVER_ERROR_BLOCKED_USER_IN_ROOM,0X80550D33,
NP-31999-1,SCE_NP_MATCHING2_SIGNALING_ERROR_NOT_INITIALIZED,0X80550E01,
NP-32000-5,SCE_NP_MATCHING2_SIGNALING_ERROR_ALREADY_INITIALIZED,0X80550E02,
NP-32001-6,SCE_NP_MATCHING2_SIGNALING_ERROR_OUT_OF_MEMORY,0X80550E03,
NP-32002-7,SCE_NP_MATCHING2_SIGNALING_ERROR_CTXID_NOT_AVAILABLE,0X80550E04,
NP-32003-8,SCE_NP_MATCHING2_SIGNALING_ERROR_CTX_NOT_FOUND,0X80550E05,
NP-32004-9,SCE_NP_MATCHING2_SIGNALING_ERROR_REQID_NOT_AVAILABLE,0X80550E06,
NP-32005-0,SCE_NP_MATCHING2_SIGNALING_ERROR_REQ_NOT_FOUND,0X80550E07,
