code,name,return_code,notes
NP-32006-1,SCE_NP_MATCHING2_SIGNALING_ERROR_PARSER_CREATE_FAILED,0X80550E08,
NP-32007-2,SCE_NP_MATCHING2_SIGNALING_ERROR_PARSER_FAILED,0X80550E09,
NP-32008-3,SCE_NP_MATCHING2_SIGNALING_ERROR_INVALID_NAMESPACE,0X80550E0A,
NP-32009-4,SCE_NP_MATCHING2_SIGNALING_ERROR_NETINFO_NOT_AVAILABLE,0X80550E0B,
NP-32010-6,SCE_NP_MATCHING2_SIGNALING_ERROR_PEER_NOT_RESPONDING,0X80550E0C,
NP-32011-7,SCE_NP_MATCHING2_SIGNALING_ERROR_CONNID_NOT_AVAILABLE,0X80550E0D,
NP-32012-8,SCE_NP_MATCHING2_SIGNALING_ERROR_CONN_NOT_FOUND,0X80550E0E,
NP-32013-9,SCE_NP_MATCHING2_SIGNALING_ERROR_PEER_UNREACHABLE,0X80550E0F,
NP-32014-0,SCE_NP_MATCHING2_SIGNALING_ERROR_TERMINATED_BY_PEER,0X80550E10,
NP-32015-1,SCE_NP_MATCHING2_SIGNALING_ERROR_TIMEOUT,0X80550E11,
NP-32016-2,SCE_NP_MATCHING2_SIGNALING_ERROR_CTX_MAX,0X80550E12,
NP-32017-3,SCE_NP_MATCHING2_SIGNALING_ERROR_RESULT_NOT_FOUND,0X80550E13,
NP-32018-4,SCE_NP_MATCHING2_SIGNALING_ERROR_CONN_IN_PROGRESS,0X80550E14,
NP-32019-5,SCE_NP_MATCHING2_SIGNALING_ERROR_INVALID_ARGUMENT,0X80550E15,
NP-32020-7,SCE_NP_MATCHING2_SIGNALING_ERROR_OWN_NP_ID,0X80550E16,
NP-32021-8,SCE_NP_MATCHING2_SIGNALING_ERROR_TOO_MANY_CONN,0X80550E17,
NP-32022-9,SCE_NP_MATCHING2_SIGNALING_ERROR_TERMINATED_BY_MYSELF,0X80550E18,
NP-32023-0,SCE_NP_MATCHING2_SIGNALING_ERROR_MATCHING2_PEER_NOT_FOUND,0X80550E19,
NP-32024-1,SCE_NP_TROPHY_ERROR_UNKNOWN,0X80551600,
NP-32025-2,SCE_NP_TROPHY_ERROR_NOT_INITIALIZED,0X80551601,
NP-32026-3,SCE_NP_TROPHY_ERROR_ALREADY_INITIALIZED,0X80551602,
NP-32027-4,SCE_NP_TROPHY_ERROR_OUT_OF_MEMORY,0X80551603,
NP-32028-5,SCE_NP_TROPHY_ERROR_INVALID_ARGUMENT,0X80551604,
NP-32029-6,SCE_NP_TROPHY_ERROR_INSUFFICIENT_BUFFER,0X80551605,
NP-32030-8,SCE_NP_TROPHY_ERROR_EXCEEDS_MAX,0X80551606,
NP-32031-9,SCE_NP_TROPHY_ERROR_ABORT,0X80551607,
NP-32032-0,SCE_NP_TROPHY_ERROR_INVALID_HANDLE,0X80551608,
NP-32033-1,SCE_NP_TROPHY_ERROR_INVALID_CONTEXT,0X80551609,
NP-32034-2,SCE_NP_TROPHY_ERROR_INVALID_TROPHY_ID,0X8055160A,
NP-32035-3,SCE_NP_TROPHY_ERROR_INVALID_GROUP_ID,0X8055160B,
NP-32036-4,SCE_NP_TROPHY_ERROR_TROPHY_ALREADY_UNLOCKED,0X8055160C,
NP-32037-5,SCE_NP_TROPHY_ERROR_PLATINUM_CANNOT_UNLOCK,0X8055160D,
NP-32038-6,SCE_NP_TROPHY_ERROR_ACCOUNTID_NOT_MATCH,0X8055160E,
NP-32039-7,SCE_NP_TROPHY_ERROR_NOT_REGISTERED,0X8055160F,
NP-32040-9,SCE_NP_TROPHY_ERROR_ALREADY_REGISTERED,0X80551610,
NP-32041-0,SCE_NP_TROPHY_ERROR_BROKEN_DATA,0X80551611,
NP-32042-1,SCE_NP_TROPHY_ERROR_INSUFFICIENT_SPACE,0X80551612,
NP-32043-2,SCE_NP_TROPHY_ERROR_CONTEXT_ALREADY_EXISTS,0X80551613,
NP-32044-3,SCE_NP_TROPHY_ERROR_ICON_FILE_NOT_FOUND,0X80551614,
NP-32045-4,SCE_NP_TROPHY_ERROR_TRP_FILE_NOT_FOUND,0X80551615,
NP-32046-5,SCE_NP_TROPHY_ERROR_INVALID_TRP_FILE_FORMAT,0X80551616,
NP-32047-6,SCE_NP_TROPHY_ERROR_UNSUPPORTED_TRP_FILE,0X80551617,
NP-32048-7,SCE_NP_TROPHY_ERROR_INVALID_TROPHY_CONF_FORMAT,0X80551618,
NP-32049-8,SCE_NP_TROPHY_ERROR_UNSUPPORTED_TROPHY_CONF,0X80551619,
NP-32050-0,SCE_NP_TROPHY_ERROR_TROPHY_NOT_UNLOCKED,0X8055161A,
NP-32051-1,SCE_NP_TROPHY_ERROR_UNLOCK_DENIED,0X8055161B,
NP-32052-2,SCE_NP_TROPHY_ERROR_USER_NOT_FOUND,0X8055161C,
NP-32053-3,SCE_NP_TROPHY_ERROR_USER_NOT_LOGGED_IN,0X8055161D,
NP-32054-4,SCE_NP_TROPHY_ERROR_CONTEXT_USER_LOGOUT,0X8055161E,
NP-32055-5,SCE_NP_TROPHY_ERROR_USE_TRP_FOR_DEVELOPMENT,0X8055161F,
NP-32056-6,SCE_NP_TROPHY_ERROR_INVALID_NP_TITLE_ID,0X80551620,
NP-32057-7,SCE_NP_TROPHY_ERROR_INVALID_VALUE,0X80551680,
NP-32058-8,SCE_NP_TROPHY_ERROR_SRVALUE_BROKEN,0X80551681,
NP-32059-9,SCE_NP_TROPHY_ERROR_SRVALUE_EXISTS,0X80551682,
NP-32060-1,SCE_NP_TROPHY_ERROR_SRVALUE_EMPTY,0X80551683,
NP-32061-2,SCE_NP_TROPHY_ERROR_INVALID_NPCOMMID,0X80551684,
NP-32062-3,SCE_NP_TROPHY_ERROR_INVALID_NPCOMMSIGN,0X80551685,
NP-32063-4,SCE_NP_TROPHY_ERROR_NPCOMMSIGN_VERIFICATION_FAILURE,0X80551686,
NP-32064-5,SCE_NP_TROPHY_ERROR_INVALID_GRADE,0X80551687,
NP-32065-6,SCE_NP_TROPHY_ERROR_GROUP_UNSUPPORTED,0X80551688,
NP-32066-7,SCE_NP_TROPHY_ERROR_TROPHY_IS_NOT_PLATINUM,0X80551689,
NP-32067-8,SCE_NP_TROPHY_ERROR_STREAM_NOT_OPENED,0X8055168A,
NP-32068-9,SCE_NP_TROPHY_ERROR_CONFSIGN_VERIFICATION_FAILURE,0X8055168B,
NP-32069-0,SCE_NP_TROPHY_ERROR_TRP_FILE_VERIFICATION_FAILURE,0X8055168C,
NP-32070-2,SCE_NP_TROPHY_ERROR_FILE_NOT_OPENED,0X8055168D,
NP-32071-3,SCE_NP_TROPHY_ERROR_INVALID_FILE_NAME,0X8055168E,
NP-32072-4,SCE_NP_TROPHY_ERROR_FILE_ALREADY_OPENED,0X8055168F,
NP-32073-5,SCE_NP_TROPHY_ERROR_TRP_TOO_MANY_OPEN,0X80551690,
NP-32074-6,SCE_NP_TROPHY_ERROR_TRP_ENTRY_FILE_NOT_FOUND,0X80551691,
NP-32075-7,SCE_NP_TROPHY_ERROR_NO_IMPL,0X80551692,
NP-32076-8,SCE_NP_TROPHY_ERROR_BUSY,0X80551693,
NP-32077-9,SCE_NP_TROPHY_ERROR_INVALID_SIGNATURE,0X80551694,
NP-32078-0,SCE_NP_TROPHY_ERROR_SIGNATURE_VERIFICATION_FAILURE,0X80551695,
NP-32079-1,SCE_NP_TROPHY_ERROR_SHA1_DIGEST_LEN_OBSOLETE,0X80551696,
NP-32080-3,SCE_NP_TROPHY_ERROR_INVALID_CONFSIGN,0X80551697,
NP-32081-4,SCE_NP_TROPHY_ERROR_CANCELED_BY_CLIENT_CLOSED,0X80551698,
NP-32082-5,SCE_NP_TROPHY_ERROR_SHUTDOWN,0X80551699,
NP-32083-6,SCE_NP_TROPHY_ERROR_PROCESS_CONTEXT_NOT_FOUND,0X8055169A,
NP-32084-7,SCE_NP_TROPHY_ERROR_CANCELED_BY_CLIENT_SUSPEND,0X8055169B,
NP-32085-8,SCE_NP_TROPHY_ERROR_PROCESS_CONTEXT_ALREADY_EXISTS,0X8055169C,
NP-32086-9,SCE_NP_TROPHY_ERROR_MOUNT_POINT_NOT_MATCH,0X8055169D,
NP-32087-0,SCE_NP_TROPHY_ERROR_STORAGE_BUSY,0X8055169E,
NP-32088-1,SCE_NP_TROPHY_ERROR_DUPLICATED_STORAGE_HANDLE,0X8055169F,
NP-32089-2,SCE_NP_TROPHY_ERROR_INVALID_STORAGE_HANDLE,0X805516A0,
NP-32090-4,SCE_NP_TROPHY_ERROR_INVALID_STORAGE,0X805516A1,
NP-32091-5,SCE_NP_TROPHY_ERROR_DATA_FILE_BROKEN,0X805516A2,"Trophy data is corrupted. // Step 1: Back up the save data using USB device or PS+ online storage, and then go to [Settings] > [Initialization] > [Initialize PS4] and try the PS4 initialization. Step 2: Transfer the saved data back to PS4 and retry the Trophy sync."
NP-32092-6,SCE_NP_TROPHY_ERROR_DATA_FILE_INVALID_FORMAT,0X805516A3,
NP-32093-7,SCE_NP_TROPHY_ERROR_DATA_FILE_UNSUPPORTED_VERSION,0X805516A4,
NP-32094-8,SCE_NP_TROPHY_ERROR_DATA_FILE_ALREADY_OPENED,0X805516A5,
NP-32095-9,SCE_NP_TROPHY_ERROR_DATA_FILE_NOT_OPENED,0X805516A6,
NP-32096-0,SCE_NP_TROPHY_ERROR_DATA_FILE_KEY_NOT_FOUND,0X805516A7,
NP-32097-1,SCE_NP_TROPHY_ERROR_DATA_FILE_NOT_WORKING,0X805516A8,
NP-32098-2,SCE_NP_TROPHY_ERROR_DATA_FILE_WORKING,0X805516A9,
NP-32099-3,SCE_NP_TROPHY_ERROR_DATA_FILE_STATUS_NOT_MATCH,0X805516AA,
NP-32100-6,SCE_NP_TROPHY_ERROR_DATA_FILE_NP_COMM_ID_NOT_MATCH,0X805516AB,
NP-32101-7,SCE_NP_TROPHY_ERROR_DATA_FILE_NP_TITLE_ID_NOT_MATCH,0X805516AC,
NP-32102-8,SCE_NP_TROPHY_ERROR_DATA_FILE_TROPHY_TITLE_ID_NOT_MATCH,0X805516AD,
NP-32103-9,SCE_NP_TROPHY_ERROR_TITLE_DATA_FILE_NOT_FOUND,0X805516AE,
NP-32104-0,SCE_NP_TROPHY_ERROR_PLATINUM_CANNOT_LOCK,0X805516AF,
NP-32105-1,SCE_NP_TROPHY_ERROR_NET_TRANS_FILE_INVALID_ENTRY_TYPE,0X805516B0,
NP-32106-2,SCE_NP_TROPHY_ERROR_NET_TRANS_FILE_TOO_MANY_ENTRIES,0X805516B1,
NP-32107-3,SCE_NP_TROPHY_ERROR_NET_TRANS_FILE_NOT_FOUND,0X805516B2,
NP-32108-4,SCE_NP_TROPHY_ERROR_NET_TRANS_FILE_INVALID_ENTRY_ATTR,0X805516B3,
NP-32109-5,SCE_NP_TROPHY_ERROR_USER_DATA_FILE_NOT_FOUND,0X805516B4,
NP-32110-7,SCE_NP_TROPHY_ERROR_USER_DATA_FILE_TITLE_NOT_FOUND,0X805516B5,
NP-32111-8,SCE_NP_TROPHY_ERROR_USER_DATA_FILE_TITLE_ALREADY_EXISTS,0X805516B6,
NP-32112-9,SCE_NP_TROPHY_ERROR_TITLE_PARAM_FILE_NOT_FOUND,0X805516B7,
NP-32113-0,SCE_NP_TROPHY_ERROR_TITLE_PARAM_FILE_BROKEN,0X805516B8,
NP-32114-1,SCE_NP_TROPHY_ERROR_CANCELED_BY_GAME,0X805516B9,
NP-32115-2,SCE_NP_TROPHY_ERROR_CANCELED_BY_SYSTEM,0X805516BA,
NP-32116-3,SCE_NP_TROPHY_ERROR_CANCELED_BY_BG,0X805516BB,
NP-32117-4,SCE_NP_TROPHY_ERROR_INVALID_USER_CONTEXT,0X805516BC,
NP-32118-5,SCE_NP_TROPHY_ERROR_INVALID_ARBITER,0X805516BD,
NP-32119-6,SCE_NP_TROPHY_ERROR_STORAGE_ALREADY_OPENED,0X805516BE,
NP-32120-8,SCE_NP_TROPHY_ERROR_STORAGE_NOT_OPENED,0X805516BF,
NP-32121-9,SCE_NP_TROPHY_ERROR_RECOVERY_REQUIRED,0X805516C0,
NP-32122-0,SCE_NP_TROPHY_ERROR_INVALID_STREAM,0X805516C1,
NP-32123-1,SCE_NP_TROPHY_ERROR_TITLE_NOT_FOUND,0X805516C2,
NP-32124-2,SCE_NP_TROPHY_ERROR_TITLE_CONF_BROKEN_OBSOLETE,0X805516C3,
NP-32125-3,SCE_NP_TROPHY_ERROR_TROPHY_CONF_FILE_NOT_FOUND,0X805516C4,
NP-32126-4,SCE_NP_TROPHY_ERROR_PARSE_XML_ENTITY_FAILED,0X805516C5,
NP-32127-5,SCE_NP_TROPHY_ERROR_UNEXPECTED_EOF,0X805516C6,
NP-32128-6,SCE_NP_TROPHY_ERROR_TRP_BUSY,0X805516C7,
NP-32129-7,SCE_NP_TROPHY_ERROR_STREAM_ALREADY_OPENED,0X805516C8,
NP-32130-9,SCE_NP_TROPHY_ERROR_UNSUPPORTED_TROPHY_SYSTEM,0X805516C9,
NP-32131-0,SCE_NP_TROPHY_ERROR_DATA_FILE_INVALID_TROPSYS,0X805516CA,
NP-32132-1,SCE_NP_TROPHY_ERROR_UNSUPPORTED_TRP_KEY,0X805516CB,
NP-32133-2,SCE_NP_TROPHY_ERROR_DECRYPT_STREAM,0X805516CC,
NP-32134-3,SCE_NP_TROPHY_ERROR_INVALID_PLATFORM,0X805516CD,
NP-32135-4,SCE_NP_TROPHY_ERROR_DATA_FILE_LOCAL_BIND,0X805516CE,
NP-32136-5,SCE_NP_TROPHY_ERROR_NETWORK_SYNC_FAILED,0X805516CF,
NP-32137-6,SCE_NP_TROPHY_ERROR_USER_CONTEXT_NOT_FOUND,0X805516D0,
NP-32138-7,SCE_NP_TROPHY_ERROR_CANCELED_BY_LOGOUT,0X805516D1,
NP-32139-8,SCE_NP_TROPHY_ERROR_BIND_TITLE_NOT_FOUND,0X805516D2,
NP-32140-0,SCE_NP_TROPHY_ERROR_NP_BIND_INFO_NOT_FOUND_OBSOLETE,0X805516D3,
NP-32141-1,SCE_NP_TROPHY_NET_ERROR_UNKNOWN,0X80551700,
NP-32142-2,SCE_NP_TROPHY_NET_ERROR_FILE_NOT_FOUND,0X80551701,
NP-32143-3,SCE_NP_TROPHY_NET_ERROR_FILE_ALREADY_OPENED,0X80551702,
NP-32144-4,SCE_NP_TROPHY_NET_ERROR_FILE_NOT_OPENED,0X80551703,
NP-32145-5,SCE_NP_TROPHY_NET_ERROR_TROPHY_CONF_FILE_NOT_FOUND,0X80551704,
NP-32146-6,SCE_NP_TROPHY_NET_ERROR_SERVICE_UNAVAILABLE,0X80551705,
NP-32147-7,SCE_NP_TROPHY_NET_ERROR_MAINTENANCE,0X80551706,
NP-32148-8,SCE_NP_TROPHY_NET_ERROR_END_OF_SERVICE,0X80551707,
NP-32149-9,SCE_NP_TROPHY_NET_ERROR_BEFORE_SERVICE,0X80551708,
NP-32150-1,SCE_NP_TROPHY_NET_ERROR_BAD_RESPONSE,0X80551709,
NP-32151-2,SCE_NP_TROPHY_NET_ERROR_INVALID_SIGNATURE,0X8055170A,
NP-32152-3,SCE_NP_TROPHY_NET_ERROR_BUILD_REQUEST,0X8055170B,
NP-32153-4,SCE_NP_TROPHY_NET_ERROR_UNSUPPORTED_NET_CONF_FILE_KEY,0X8055170C,
NP-32154-5,SCE_NP_TROPHY_NET_ERROR_BAD_STATUS,0X8055170D,
NP-32155-6,SCE_NP_TROPHY_NET_ERROR_STORAGE_ALREADY_OPENED,0X8055170E,
NP-32156-7,SCE_NP_TROPHY_NET_ERROR_STORAGE_NOT_OPENED,0X8055170F,
NP-32157-8,SCE_NP_TROPHY_SERVER_ERROR_BAD_REQUEST,0X80551801,
NP-32158-9,SCE_NP_TROPHY_SERVER_ERROR_INVALID_TICKET,0X80551802,
NP-32159-0,SCE_NP_TROPHY_SERVER_ERROR_INVALID_SIGNATURE,0X80551803,
NP-32160-2,SCE_NP_TROPHY_SERVER_ERROR_EXPIRED_TICKET,0X80551804,
NP-32161-3,SCE_NP_TROPHY_SERVER_ERROR_INVALID_JID,0X80551805,
NP-32162-4,SCE_NP_TROPHY_SERVER_ERROR_INTERNAL_SERVER_ERROR,0X80551807,
NP-32163-5,SCE_NP_TROPHY_SERVER_ERROR_BANNED,0X8055180A,
NP-32164-6,SCE_NP_TROPHY_SERVER_ERROR_BLACKLISTED_ID,0X80551811,
NP-32165-7,SCE_NP_TROPHY_SERVER_ERROR_NO_SUCH_TROPHY_USER,0X80551847,
NP-32166-8,SCE_NP_BANDWIDTH_TEST_ERROR_NOT_INITIALIZED,0X80551F02,
NP-32167-9,SCE_NP_BANDWIDTH_TEST_ERROR_BAD_RESPONSE,0X80551F03,
NP-32168-0,SCE_NP_BANDWIDTH_TEST_ERROR_OUT_OF_MEMORY,0X80551F04,
NP-32169-1,SCE_NP_BANDWIDTH_TEST_ERROR_INVALID_ARGUMENT,0X80551F05,
NP-32170-3,SCE_NP_BANDWIDTH_TEST_ERROR_INVALID_SIZE,0X80551F06,
NP-32171-4,SCE_NP_BANDWIDTH_TEST_ERROR_CONTEXT_NOT_AVAILABLE,0X80551F07,
NP-32172-5,SCE_NP_PARTY_ERROR_UNKNOWN,0X80552501,
NP-32173-6,SCE_NP_PARTY_ERROR_ALREADY_INITIALIZED,0X80552502,
NP-32174-7,SCE_NP_PARTY_ERROR_NOT_INITIALIZED,0X80552503,
NP-32175-8,SCE_NP_PARTY_ERROR_INVALID_ARGUMENT,0X80552504,
NP-32176-9,SCE_NP_PARTY_ERROR_OUT_OF_MEMORY,0X80552505,
NP-32177-0,SCE_NP_PARTY_ERROR_NOT_IN_PARTY,0X80552506,
NP-32178-1,SCE_NP_PARTY_ERROR_VOICE_NOT_ENABLED,0X80552507,
NP-32179-2,SCE_NP_PARTY_ERROR_MEMBER_NOT_FOUND,0X80552508,
NP-32180-4,SCE_NP_PARTY_ERROR_SEND_BUSY,0X80552509,
NP-32181-5,SCE_NP_PARTY_ERROR_SEND_OUT_OF_CONTEXT,0X80552510,
NP-32182-6,SCE_NP_PARTY_ERROR_INVALID_STATE,0X80552511,
NP-32183-7,SCE_NP_PARTY_ERROR_INVALID_LOCAL_PARTY_MEMBER,0X80552512,
NP-32184-8,SCE_NP_SNS_FACEBOOK_ERROR_UNKNOWN,0X80552601,
NP-32185-9,SCE_NP_SNS_FACEBOOK_ERROR_INVALID_ARGUMENT,0X80552602,
NP-32186-0,SCE_NP_SNS_FACEBOOK_ERROR_OUT_OF_MEMORY,0X80552603,
NP-32187-1,SCE_NP_SNS_FACEBOOK_ERROR_EXCEEDS_MAX,0X80552604,
NP-32188-2,SCE_NP_SNS_FACEBOOK_ERROR_UGM_RESTRICTION,0X80552605,
NP-32189-3,SCE_NP_SNS_FACEBOOK_ERROR_ABORTED,0X80552606,
NP-32190-5,SCE_NP_SNS_FACEBOOK_ERROR_ACCOUNT_NOT_BOUND,0X80552607,
NP-32191-6,SCE_NP_SNS_FACEBOOK_ERROR_CANCELED_BY_SYSTEM,0X80552608,
NP-32192-7,SCE_NP_SIGNALING_ERROR_NOT_INITIALIZED,0X80552701,
NP-32193-8,SCE_NP_SIGNALING_ERROR_ALREADY_INITIALIZED,0X80552702,
NP-32194-9,SCE_NP_SIGNALING_ERROR_OUT_OF_MEMORY,0X80552703,
NP-32195-0,SCE_NP_SIGNALING_ERROR_CTXID_NOT_AVAILABLE,0X80552704,
NP-32196-1,SCE_NP_SIGNALING_ERROR_CTX_NOT_FOUND,0X80552705,
NP-32197-2,SCE_NP_SIGNALING_ERROR_REQID_NOT_AVAILABLE,0X80552706,
NP-32198-3,SCE_NP_SIGNALING_ERROR_REQ_NOT_FOUND,0X80552707,
NP-32199-4,SCE_NP_SIGNALING_ERROR_PARSER_CREATE_FAILED,0X80552708,
NP-32200-7,SCE_NP_SIGNALING_ERROR_PARSER_FAILED,0X80552709,
NP-32201-8,SCE_NP_SIGNALING_ERROR_INVALID_NAMESPACE,0X8055270A,
NP-32202-9,SCE_NP_SIGNALING_ERROR_NETINFO_NOT_AVAILABLE,0X8055270B,
NP-32203-0,SCE_NP_SIGNALING_ERROR_PEER_NOT_RESPONDING,0X8055270C,
NP-32204-1,SCE_NP_SIGNALING_ERROR_CONNID_NOT_AVAILABLE,0X8055270D,
NP-32205-2,SCE_NP_SIGNALING_ERROR_CONN_NOT_FOUND,0X8055270E,
NP-32206-3,SCE_NP_SIGNALING_ERROR_PEER_UNREACHABLE,0X8055270F,
NP-32207-4,SCE_NP_SIGNALING_ERROR_TERMINATED_BY_PEER,0X80552710,
NP-32208-5,SCE_NP_SIGNALING_ERROR_TIMEOUT,0X80552711,
NP-32209-6,SCE_NP_SIGNALING_ERROR_CTX_MAX,0X80552712,
NP-32210-8,SCE_NP_SIGNALING_ERROR_RESULT_NOT_FOUND,0X80552713,
NP-32211-9,SCE_NP_SIGNALING_ERROR_CONN_IN_PROGRESS,0X80552714,
NP-32212-0,SCE_NP_SIGNALING_ERROR_INVALID_ARGUMENT,0X80552715,
NP-32213-1,SCE_NP_SIGNALING_ERROR_OWN_NP_ID,0X80552716,
NP-32214-2,SCE_NP_SIGNALING_ERROR_TOO_MANY_CONN,0X80552717,
NP-32215-3,SCE_NP_SIGNALING_ERROR_TERMINATED_BY_MYSELF,0X80552718,
NP-32216-4,SCE_NP_WEBAPI_ERROR_OUT_OF_MEMORY,0X80552901,
NP-32217-5,SCE_NP_WEBAPI_ERROR_INVALID_ARGUMENT,0X80552902,
NP-32218-6,SCE_NP_WEBAPI_ERROR_INVALID_LIB_CONTEXT_ID,0X80552903,
NP-32219-7,SCE_NP_WEBAPI_ERROR_LIB_CONTEXT_NOT_FOUND,0X80552904,
NP-32220-9,SCE_NP_WEBAPI_ERROR_USER_CONTEXT_NOT_FOUND,0X80552905,
NP-32221-0,SCE_NP_WEBAPI_ERROR_REQUEST_NOT_FOUND,0X80552906,
NP-32222-1,SCE_NP_WEBAPI_ERROR_NOT_SIGNED_IN,0X80552907,Called API which requires user to be signed in when not be signed in. You can check the status of the PSN here.
NP-32223-2,SCE_NP_WEBAPI_ERROR_INVALID_CONTENT_PARAMETER,0X80552908,
NP-32224-3,SCE_NP_WEBAPI_ERROR_ABORTED,0X80552909,
NP-32225-4,SCE_NP_WEBAPI_ERROR_USER_CONTEXT_ALREADY_EXIST,0X8055290A,
NP-32226-5,SCE_NP_WEBAPI_ERROR_PUSH_EVENT_FILTER_NOT_FOUND,0X8055290B,
NP-32227-6,SCE_NP_WEBAPI_ERROR_PUSH_EVENT_CALLBACK_NOT_FOUND,0X8055290C,
NP-32228-7,SCE_NP_WEBAPI_ERROR_HANDLE_NOT_FOUND,0X8055290D,
NP-32229-8,SCE_NP_WEBAPI_ERROR_SERVICE_PUSH_EVENT_FILTER_NOT_FOUND,0X8055290E,
NP-32230-0,SCE_NP_WEBAPI_ERROR_SERVICE_PUSH_EVENT_CALLBACK_NOT_FOUND,0X8055290F,
NP-32231-1,SCE_NP_WEBAPI_ERROR_SIGNED_IN_USER_NOT_FOUND,0X80552910,
NP-32232-2,SCE_NP_AUTH_SERVER_ERROR_UNKNOWN,0X80552A00,
NP-32233-3,SCE_NP_AUTH_SERVER_ERROR_INVALID_REQUEST,0X80552A01,
NP-32234-4,SCE_NP_AUTH_SERVER_ERROR_UNAUTHORIZED_CLIENT,0X80552A02,
NP-32235-5,SCE_NP_AUTH_SERVER_ERROR_ACCESS_DENIED,0X80552A03,
NP-32236-6,SCE_NP_AUTH_SERVER_ERROR_UNSUPPORTED_RESPONSE_TYPE,0X80552A04,
NP-32237-7,SCE_NP_AUTH_SERVER_ERROR_INVALID_SCOPE,0X80552A05,
NP-32238-8,SCE_NP_AUTH_SERVER_ERROR_SERVER_ERROR,0X80552A06,
NP-32239-9,SCE_NP_AUTH_SERVER_ERROR_TEMPORARILY_UNAVAILABLE,0X80552A07,
NP-32240-1,SCE_NP_AUTH_SERVER_ERROR_INVALID_CLIENT,0X80552A08,
NP-32241-2,SCE_NP_AUTH_SERVER_ERROR_INVALID_GRANT,0X80552A09,
NP-32242-3,SCE_NP_AUTH_SERVER_ERROR_UNSUPPORTED_GRANT_TYPE,0X80552A0A,
NP-32243-4,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_10,0X80552A10,
NP-32244-5,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_11,0X80552A11,Account suspended - obsolete error code
NP-32245-6,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_12,0X80552A12,Console suspended - obsolete error code
NP-32246-7,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_13,0X80552A13,
NP-32247-8,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_14,0X80552A14,
NP-32248-9,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_15,0X80552A15,
NP-32249-0,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_16,0X80552A16,
NP-32250-2,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_17,0X80552A17,
NP-32251-3,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_18,0X80552A18,Account closed - obsolete error code
NP-32252-4,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_80,0X80552A80,
NP-32253-5,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_81,0X80552A81,
NP-32254-6,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_82,0X80552A82,
NP-32255-7,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_83,0X80552A83,
NP-32256-8,SCE_NP_IN_GAME_MESSAGE_ERROR_OUT_OF_MEMORY,0X80552B01,
NP-32257-9,SCE_NP_IN_GAME_MESSAGE_ERROR_INVALID_ARGUMENT,0X80552B02,
NP-32258-0,SCE_NP_IN_GAME_MESSAGE_ERROR_LIB_CONTEXT_NOT_FOUND,0X80552B03,
NP-32259-1,SCE_NP_IN_GAME_MESSAGE_ERROR_NOT_SIGNED_IN,0X80552B04,
NP-32260-3,SCE_NP_IN_GAME_MESSAGE_ERROR_HANDLE_NOT_FOUND,0X80552B05,
NP-32261-4,SCE_NP_IN_GAME_MESSAGE_ERROR_ABORTED,0X80552B06,
NP-32262-5,SCE_NP_IN_GAME_MESSAGE_ERROR_SIGNED_IN_USER_NOT_FOUND,0X80552B07,
NP-32263-6,SCE_NP_IN_GAME_MESSAGE_ERROR_NOT_PREPARED,0X80552B08,
NP-32264-7,SCE_NP_ARCH_CALLOUT_ERROR_NOT_INITIALIZED,0X80558001,
NP-32265-8,SCE_NP_ARCH_CALLOUT_ERROR_NOT_TERMINATED,0X80558002,
NP-32266-9,SCE_NP_ARCH_BASE64_ERROR_INVALID_LENGTH,0X80558003,
NP-32267-0,SCE_NP_ARCH_BASE64_ERROR_INVALID_CHARACTER,0X80558004,
NP-32268-1,SCE_NP_ARCH_ERROR_CREATE_HEAP,0X80558005,
NP-32269-2,SCE_NP_ARCH_ERROR_CALLOUT_DUPLICATED,0X80558006,
NP-32270-4,SCE_NP_ARCH_ERROR_THREAD_FATAL,0X80558007,
NP-32271-5,SCE_NP_ARCH_ERROR_INSUFFICIENT_BUFFER,0X80558008,
NP-32272-6,SCE_NP_ARCH_ERROR_INVALID_ARGUMENT,0X80558009,
NP-32273-7,SCE_NP_ARCH_ERROR_UNKNOWN,0X8055800A,
NP-32274-8,SCE_NP_ARCH_ERROR_TIMEOUT,0X8055800B,
NP-32275-9,SCE_NP_ARCH_ERROR_EVF_COND,0X8055800C,
NP-32276-0,SCE_NP_ARCH_ERROR_SEMA_ZERO,0X8055800D,
NP-32277-1,SCE_NP_ARCH_ERROR_PARSE_STRING,0X8055800E,
NP-32278-2,SCE_NP_PARTY_API_FOR_SHELL_ERROR_UNKNOWN,0X80559201,
